,Title,Genre,Duration,Rating,Votes
450,The Grey Men,Mystery,1h 37m,6.5,(69)
451,The Plot,Mystery,1h 40m,4.8,(359)
452,Sentimentaaal,Mystery,2h 15m,5.8,(970)
453,Dreams,Mystery,1h 46m,N/A,N/A
454,Bandaa Singh Chaudhary,Mystery,1h 53m,6.3,(5.2K)
455,Pranaya Godari,Mystery,2h 28m,7.8,(2.4K)
456,Bull Shark 2,Mystery,N/A,2.9,(150)
457,Rebel,Mystery,1h 40m,3.2,(63)
458,Death Game,Mystery,1h 28m,6.3,(24)
459,Roxana,Mystery,1h 38m,4.0,(63)
460,Thug in a Suit,Mystery,1h 40m,6.0,(137)
461,"Fool Me Once, Revenge on You",Mystery,N/A,7.0,(8)
462,Shockwaves 2,Mystery,1h 19m,2.8,(146)
463,Breaking and Re-entering,Mystery,1h 49m,5.8,(427)
464,Warning 2,Mystery,2h 5m,7.1,(878)
465,Next to Us,Mystery,2h 5m,4.9,(220)
466,Mazhai Pidikatha Manithan,Mystery,2h 13m,4.5,(416)
467,Oru Anveshanathinte Thudakkam,Mystery,3h 1m,7.1,(830)
468,The Experts,Mystery,2h 1m,6.2,(258)
469,Purushothamudu,Mystery,2h,7.7,(12)
470,The Wolfman,Mystery,N/A,N/A,N/A
471,Saala,Mystery,2h 10m,5.9,(1.1K)
472,Election,Mystery,2h,5.9,(805)
473,Premalo,Mystery,2h 8m,7.3,(1.1K)
474,Sabari,Mystery,2h 9m,8.4,(5.4K)
475,Losing Lerato 2,Mystery,1h 36m,9.1,(29)
476,Correr para Vivir,Mystery,1h 37m,7.0,(193)
477,Black Storm,Mystery,1h 37m,6.6,(65)
478,Türkler Çildirmis Olmali 2: Mavi Vatan,Mystery,1h 40m,2.2,(152)
479,Por,Mystery,2h 34m,5.0,(605)
480,Samandar,Mystery,2h 52m,7.6,(136)
481,Bastar: The Naxal Story,Mystery,2h 4m,6.4,(3.3K)
482,Dirty Money,Mystery,1h 40m,5.6,(106)
483,DNA,Mystery,2h 36m,5.2,(209)
484,Bheema,Mystery,2h 28m,5.8,(947)
485,RSVP,Mystery,N/A,4.9,(358)
486,Gold Raiders,Mystery,1h 28m,2.0,(178)
487,London Gangsters,Mystery,1h 44m,4.2,(10)
488,Delivery Run,Mystery,N/A,8.5,(11)
489,Komandir,Mystery,2h 11m,6.3,(512)
490,First Nights at Freddy's,Mystery,1h 38m,9.2,(13)
491,Bond: Kizuna,Mystery,1h 32m,6.1,(17)
492,Appudo Ippudo Eppudo,Mystery,2h,4.7,(226)
493,Kill Craft,Mystery,1h 39m,2.3,(361)
494,Bolero,Mystery,N/A,3.2,(25)
495,Chaari 111,Mystery,2h 10m,4.8,(254)
496,Kali,Mystery,1h 36m,5.1,(405)
497,Mister Gates,Mystery,N/A,8.8,(27)
498,Saindhav,Mystery,2h 18m,5.0,(1.6K)
499,Andromeda: 1883,Mystery,N/A,3.5,(15)
