,Title,Genre,Duration,Rating,Votes
466,Mazhai Pidikatha Manithan,Romance,2h 13m,4.5,(416)
467,Oru Anveshanathinte Thudakkam,Romance,3h 1m,7.1,(830)
468,The Experts,Romance,2h 1m,6.2,(258)
469,Purushothamudu,Romance,2h,7.7,(12)
470,The Wolfman,Romance,N/A,N/A,N/A
471,Saala,Romance,2h 10m,5.9,(1.1K)
472,Election,Romance,2h,5.9,(805)
473,Premalo,Romance,2h 8m,7.3,(1.1K)
474,Sabari,Romance,2h 9m,8.4,(5.4K)
475,Losing Lerato 2,Romance,1h 36m,9.1,(29)
476,Correr para Vivir,Romance,1h 37m,7.0,(193)
477,Black Storm,Romance,1h 37m,6.6,(65)
478,Türkler Çildirmis Olmali 2: Mavi Vatan,Romance,1h 40m,2.2,(152)
479,Por,Romance,2h 34m,5.0,(605)
480,Samandar,Romance,2h 52m,7.6,(136)
481,Bastar: The Naxal Story,Romance,2h 4m,6.4,(3.3K)
482,Dirty Money,Romance,1h 40m,5.6,(106)
483,DNA,Romance,2h 36m,5.2,(209)
484,Bheema,Romance,2h 28m,5.8,(947)
485,RSVP,Romance,N/A,4.9,(358)
486,Gold Raiders,Romance,1h 28m,2.0,(178)
487,London Gangsters,Romance,1h 44m,4.2,(10)
488,Delivery Run,Romance,N/A,8.5,(11)
489,Komandir,Romance,2h 11m,6.3,(512)
490,First Nights at Freddy's,Romance,1h 38m,9.2,(13)
491,Bond: Kizuna,Romance,1h 32m,6.1,(17)
492,Appudo Ippudo Eppudo,Romance,2h,4.7,(226)
493,Kill Craft,Romance,1h 39m,2.3,(361)
494,Bolero,Romance,N/A,3.2,(25)
495,Chaari 111,Romance,2h 10m,4.8,(254)
496,Kali,Romance,1h 36m,5.1,(405)
497,Mister Gates,Romance,N/A,8.8,(27)
498,Saindhav,Romance,2h 18m,5.0,(1.6K)
499,Andromeda: 1883,Romance,N/A,3.5,(15)
